Instrument,Company Common Name,Country of Headquarters,Credit Combined Implied Rating,Return on Capital Employed - %,PPE - Net Percentage of Total Assets,Tax Rate - Actual,"Effective Tax Rate, (%)",Tax Rate - Mean,Total Assets,Net Debt to Total Equity,Market Capitalization,Total Debt Percentage of Total Equity,Shareholders' Equity - Attributable to Parent ShHold - Total,Total Liabilities & Equity,Environmental Expenditures,Research And Development,Total Revenue,Capital Expenditures - Total,Year
PAMEL.IS,Pamel Yenilenebilir Elektrik Uretim AS,Turkey,AA-,-6.98262490936584,95.71366,,,,48510703.0,1.07292,18360000.0,110.33803,21049548.0,48510703.0,,,1406060.0,484514.0,2017.0
IB.MI,Iniziative Bresciane Inbre SpA,Italy,BBB,4.58891513588317,50.81841,53.12031,53.12046,33.0,132640189.0,1.23454,77556000.0,127.35854,41992871.0,132640189.0,,,10811370.0,4381951.0,2017.0
TPCHm.BK,TPC Power Holding PCL,Thailand,BBB+,8.48289397394603,71.9053,0.08695,0.08695,0.0,5142616722.55,0.59502,5752537901.49893,71.93812,2171088496.51,5142616722.55,,,1092675130.0,771060595.2,2017.0
SCATC.OL,Scatec ASA,Norway,B,12.633143023774,54.86462,4.98497,4.98497,9.35,10240352000.0,2.33896,5159811500.0,382.64031,1309923000.0,10240352000.0,,,1121052000.0,673092000.0,2017.0
1381.HK,Canvest Environmental Protection Group Company Ltd,Hong Kong,A-,11.3300600118863,16.40723,12.32696,12.32696,10.9,9258937000.0,0.36241,11319081299.09,63.19757,4999969000.0,9258937000.0,,,2397531000.0,291397000.0,2017.0
9517.T,eREX Co Ltd,Japan,BBB-,13.5202301253846,43.31243,18.12775,18.12775,30.0,54377000000.0,0.48799,42109884000.0,118.58095,14299000000.0,54377000000.0,,,46948000000.0,1920000000.0,2017.0
GNX.AX,Genex Power Ltd,Australia,BB-,-5.0285970534202,87.30797,0.0,,30.0,135647432.0,5.96288,88140139.06,668.2395,15280212.0,135647432.0,,5126860,8522590.0,82959922.0,2017.0
GREG.MC,Grenergy Renovables SA,Spain,BB,-7.80700542326974,28.92212,,28.40086,,57496924.0,1.18243,40105264.65,137.7721,16021416.0,57496924.0,,,10173000.0,39272554.0,2017.0
TML.AX,Timah Resources Ltd,Australia,BB,-0.522077767479827,0.8026,,111.17764,,64416000.0,2.46747,13970405.7824262,286.7934,15939000.0,64416000.0,,,13609000.0,5491000.0,2017.0
BCPG.BK,BCPG PCL,Thailand,BBB+,6.3772779194423,43.60171,0.277,0.31517,1.4,31857294000.0,1.06352,47416842506.6,120.53791,14126853000.0,31857294000.0,,,3322481230.0,899112224.0,2017.0
KPEN.BO,KP ENERGY Ltd,India,BBB+,10.1125258811412,67.18731,,50.33168,,1381304000.0,0.91577,1752750000.0,116.12022,347436000.0,1381304000.0,,,600944310.0,275979000.0,2017.0
3868.HK,Xinyi Energy Holdings Ltd,China,BBB+,10.9501291803925,72.55481,,2.06448,,9216969000.0,0.36724,,44.45683,6106681000.0,9216969000.0,,,1116044000.0,177831000.0,2017.0
AESB3.SA,AES Brasil Energia SA,Brazil,BB-,15.5835118355098,69.26081,29.28255,30.10858,34.0,6817913000.0,1.52217,5016831520.5,230.44515,1557690000.0,6817913000.0,14486000.0,,1728125000.0,104524000.0,2017.0
AZRE.N,Azure Power Global Ltd,India,B,6.69237447986602,76.47682,,,,73984120000.0,3.33049,22417503561.8275,406.34274,12117537000.0,73984120000.0,,,7700600000.0,19684000000.0,2017.0
601619.SS,Ningxia Jiaze Renewables Corp Ltd,China,BB+,5.54015192498363,79.58285,,3.32261,,8928076542.59,2.04161,15270700000.0,218.43645,2430378175.35,8928076542.59,,,831694430.0,1259349344.61,2017.0
TPIPP.BK,TPI Polene Power PCL,Thailand,AAA,12.2480291954863,78.37953,2.83,2.83381,2.77,27566908000.0,-0.17472,68460000000.0,0.0,24214034000.0,27566908000.0,,,4864814000.0,4982380000.0,2017.0
BIONB.L,Bion Plc,Malaysia,CCC,34.8010441755484,31.52133,,0.0,,87877000.0,0.20127,157599594.503348,25.31377,41464000.0,87877000.0,,,67375000.0,15260000.0,2017.0
VPD.HM,Viet Nam Power Development JSC,Vietnam,AA,13.1978999306255,91.08462,,13.71683,,2641101188033.0,0.98648,1516897850400.0,110.6496,1205084108598.0,2641101188033.0,,,593372937660.0,156791313761.0,2017.0
S4A.HM,Sesan 4A Hydroelectric JSC,Vietnam,AA,15.9919360810954,86.99883,,5.34029,,1236326586891.0,1.0817,970600000000.0,131.07218,528063894520.0,1236326586891.0,,,286030187290.0,8216750000.0,2017.0
1257.HK,China Everbright Greentech Ltd,Hong Kong,BB-,14.040731175482,14.8577,19.391,19.39132,19.58,14431617000.0,0.04042,14875761600.0,39.86635,8748052000.0,14431617000.0,,,4581352000.0,2105820000.0,2017.0
600025.SS,Huaneng Lancang River Hydropower Inc,China,A-,5.53783812796055,88.16438,,15.18777,,167980439780.44,2.73226,95400000000.0,277.36739,39422279456.25,167980439780.44,,7556650,12847346070.0,8548497027.66,2017.0
ZHEN.SI,Zheneng Jinjiang Environment Holding Co Ltd,China,BB-,11.8676077990561,44.71996,,27.7609,,12744290000.0,0.78618,4071159152.99895,100.83933,4899828000.0,12744290000.0,,,2715076000.0,1762893000.0,2017.0
ROEN.CY,R Energy 1 SA,Greece,BB,4.52871663385644,53.02187,,,,12011763.32,6.34625,8739062.5,697.21159,1257982.62,12011763.32,,,1619340.0,314642.97,2017.0
VVPR.OQ,VivoPower International PLC,United States of America,CCC,-5.57383587595972,1.84265,,,,,0.61476,17353441.28,80.32937,,,,,33647000.0,,2017.0
9519.T,Renova Inc,Japan,B+,6.09830736293006,61.91165,,22.9717,,65713000000.0,3.22732,50873854000.0,452.6127,7654000000.0,65713000000.0,,,11740000000.0,114000000.0,2017.0
TGRA.JK,Terregra Asia Energy Tbk PT,Indonesia,BBB-,-0.00244097266933,57.33859,,-146.26582,,390426242724.0,-0.1193,1499192076543.03,4.33215,324846608310.0,390426242724.0,,,37920313610.0,27675588839.0,2017.0
SSP.BK,Sermsang Power Corporation PCL,Thailand,A-,8.04394601115901,65.62655,,2.36768,,8269843371.0,0.86761,7606500000.0,133.62076,3307829867.0,8269843371.0,,,871702220.0,1961277140.0,2017.0
603693.SS,Jiangsu New Energy Development Co Ltd,China,BB+,8.14912873376364,74.73785,,1.70445,,6891348880.62,0.5902,,77.10314,3278666476.43,6891348880.62,,8064230,1417696580.0,637499344.73,2017.0
RE.V,RE Royalties Ltd,Canada,BB+,,,,,,7187928.0,0.25583,,45.04159,4673458.0,7187928.0,,,595490.0,,2017.0
NEW.AX,New Energy Solar Ltd,Australia,A+,-0.918737679643519,,,0.0,,210779850.0,-0.0385,476394618.64,0.0,210532331.0,210779850.0,,,1712330.0,,2017.0
NEOEN.PA,Neoen SA,France,BB,4.49584149365113,69.05464,,39.73544,,1808998000.0,5.76696,,723.13572,164086000.0,1808998000.0,,3346000,139304000.0,468007000.0,2017.0
300614.SZ,Henan BCCY Environmental Energy Co Ltd,China,A,10.7918440210976,55.07506,,8.33295,,854085868.34,0.00429,,9.15282,689639297.7,854085868.34,,,227547200.0,182184587.51,2017.0
WAAS.BO,WAA Solar Ltd,India,BB+,9.09760768242304,70.70551,,19.43113,,3200820496.0,1.43769,,148.51344,1175065996.0,3200820496.0,,,513354170.0,18976.0,2017.0
ADNA.NS,Adani Green Energy Ltd,India,BBB-,4.11157004074748,,,,,,,,,,,,,14802822000.0,44282798000.0,2017.0
RENER.MI,Renergetica SpA,Italy,BBB-,,2.64405,,7.44053,,4600813.0,1.30867,,131.22653,1136950.0,4600813.0,,,2110100.0,81937.0,2017.0
FINT.BEL,Fintel Energija ad Beograd,Republic of Serbia,BB,11.9353256175118,90.01555,,24.60956,,3392694000.0,,,,-62686000.0,3392694000.0,,,496683000.0,317697000.0,2017.0
SPG.TO,Spark Power Group Inc,Canada,B+,99.8993630857718,15.91484,,,,82237527.0,,30000000.0,,-30394315.0,82237527.0,,,80043580.0,1044286.0,2017.0
KPIG.NS,KPI Green Energy Ltd,India,BBB-,13.1143765407283,77.01137,,1.97896,,1073070959.97,0.75699,,77.97332,492865264.51,1073070959.97,,,315554470.0,293743091.89,2017.0
3498.T,Kasumigaseki Capital Co Ltd,Japan,BB,21.2142427883754,48.62236,,34.35315,,3312560000.0,2.14768,,308.96113,644238000.0,3312560000.0,,,4041067000.0,669323000.0,2017.0
6639.TWO,Grand Green Energy Co Ltd,Taiwan,BBB+,-3.54242200375064,56.99879,,33.33333,,554703000.0,0.15601,,23.17255,420286000.0,554703000.0,,5406000,137563000.0,31872000.0,2017.0
ACE.BK,Absolute Clean Energy PCL,Thailand,AA-,9.11908473287573,59.47092,,-6.97128,,13959404105.0,1.6965,,169.75495,5022197360.0,13959404105.0,,,4243282440.0,1087530143.0,2017.0
DDG.HN,Indochine Import Export Investment Industrial JSC,Vietnam,A+,11.8864559521467,54.90712,,20.20816,,290737514732.0,0.98198,,101.45022,133382723871.0,290737514732.0,,,218485284820.0,79557290853.0,2017.0
NTH.HN,Nuoc Trong Hydro Power JSC,Vietnam,AA,,91.88101,,,,318119280987.0,1.32889,,138.16294,125926673462.0,318119280987.0,,,117364717140.0,30867755788.0,2017.0
NOVA.N,Sunnova Energy International Inc,United States of America,CCC+,,83.76603,,,,1328788000.0,1.8913,,202.87402,371184000.0,1328788000.0,,,76856000.0,240578000.0,2017.0
KEEN.JK,Kencana Energi Lestari Tbk PT,Indonesia,A-,13.0161698242009,0.09356,,27.47359,,219444329.0,0.47265,,49.59948,102702794.0,219444329.0,,,34969840.0,70851.0,2017.0
NATEN.IS,Naturel Yenilenebilir Enerji Ticaret AS,Turkey,A-,7.7519033867815,61.98766,,24.46841,,92456773.0,6.07434,,627.74927,6677300.0,92456773.0,,,62298550.0,38919673.0,2017.0
GPPR.KL,GPP Resources Bhd,Malaysia,B+,,37.81306,,25.18771,,26524611.0,-0.06609,,14.15165,12340641.0,26524611.0,,,18733710.0,6387586.0,2017.0
WIG.JS,Wigton Windfarm Ltd,Jamaica,,,,,,,,,,,,,,,,,2017.0
ANE.NM,Alpha Namibia Industries Renewable Energy Power Ltd,Namibia,,,,,,,,,,,,,,,,,2017.0
LAUG.CM,Laugfs Power Ltd,Sri Lanka,,,,,,,,,,,,,,,,,2017.0
PRYG.D,Pacifico Renewables Yield AG,Germany,BB-,,,,,,,,,,,,,,,,2017.0
ETC.BK,Earth Tech Environment PCL,Thailand,A+,2.56454318212696,76.19982,,,,2025892539.0,0.88446,,120.78725,754752063.0,2025892539.0,,,184098720.0,296632099.0,2017.0
CLOUD.OL,Cloudberry Clean Energy ASA,Norway,BB+,,,,,,,,,,,,,,,,2017.0
600905.SS,China Three Gorges Renewables Group Co Ltd,China,BBB-,,64.52656,,3.28276,,68042257465.45,1.08114,,118.78292,25969108884.57,68042257465.45,,12228000,6780849990.0,6890616884.76,2017.0
601778.SS,Jinko Power Technology Co Ltd,China,BB-,8.55548667244188,69.42856,,6.30765,,27390479712.42,2.35635,,254.29269,5679150027.27,27390479712.42,,4438020,4053108790.0,3885233064.13,2017.0
DORL.TA,Doral Group Renewable Energy Resources Ltd,Israel,BB+,,,,14.76395,,,,,,,,,,8244000.0,34000.0,2017.0
ESEN.IS,Esenboga Elektrik Uretim AS,Turkey,BBB+,,6.45382,,,,38024.0,-0.13274,,0.0,37448.0,38024.0,,,0.0,0.0,2017.0
MSKE.TA,Meshek Energy-Renewable Energies Ltd,Israel,BBB-,,,,,,,,,,,,,,0.0,4103000.0,2017.0
COXA.BIV,Cox Energy America SAB de CV,Mexico,BB+,,,,,,,,,,,,,,,,2017.0
BEPC.N,Brookfield Renewable Corp,United States of America,B,,,,64.40678,,,,,,,,,,2035000000.0,226000000.0,2017.0
AYDEM.IS,Aydem Yenilenebilir Enerji AS,Turkey,A-,,,,,,,,,,,,,,,,2017.0
600032.SS,Zhejiang Provincial New Energy Investment Group Co Ltd,China,BB-,,,,,,,,,,,,,,,,2017.0
6806.TW,Shinfox Energy Co Ltd,Taiwan,BBB-,,19.44711,,1.69163,,497462000.0,0.31636,,90.91693,121796000.0,497462000.0,,,397016000.0,1714000.0,2017.0
MNTK.OQ,Montauk Renewables Inc,United States of America,BBB,,,,,,,,,,,,,,,,2017.0
NOFR.TA,OY Nofar Energy Ltd,Israel,BBB+,,,,25.6068,,,,,,,,,,42872000.0,1918000.0,2017.0
ALTA.OL,Alternus Energy Group PLC,Ireland; Republic of,B-,,,,,,,,,,,,,,,,2017.0
ARR.TO,Altius Renewable Royalties Corp,Canada,A,,,,,,,,,,,,,,,,2017.0
MPCES.OL,MPC Energy Solutions NV,Netherlands,B,,,,,,,,,,,,,,,,2017.0
GWIND.IS,Galata Wind Enerji Anonim Sirket,Turkey,A,,,,,,,,,,,,,,,,2017.0
AMPS.N,Altus Power Inc,United States of America,BB-,,,,,,,,,,,,,,,,2017.0
RNW.OQ,Renew Energy Global PLC,United Kingdom,B,,,,,,,,,,,,,,,,2017.0
SOLR.TA,Solaer Renewable Energies Ltd,Israel,BB+,,,,,,,,,,,,,1097000,3098000.0,113000.0,2017.0
DEL.AX,Delorean Corporation Ltd,Australia,BB-,,,,,,,,,,,,,,,,2017.0
BIOEN.IS,Biotrend Cevre ve Enerji Yatirimlari AS,Turkey,BB,,,,,,,,,,,,,,,,2017.0
PRIM.TA,Prime Energy PE Ltd,Israel,B+,,,,,,,,,,,,,,,,2017.0
NSOL.OL,Norsk Solar AS,Norway,BB,,,,,,18990423.0,-0.17936,,0.02799,18420976.0,18990423.0,,,151700.0,,2017.0
MAGEN.IS,Margun Enerji Uretim Sanayi ve Ticaret AS,Turkey,BB+,,,,,,,,,,,,,,,,2017.0
CV.BK,Clover Power PCL,Thailand,BBB-,,72.45256,,-0.3423,,648765291.0,2.41908,,242.19774,169736594.0,648765291.0,,,256064650.0,,2017.0
ECNER.MC,Grupo Ecoener SA,Spain,BB,,,,,,,,,,,,,,,,2017.0
OPDE.MC,Opdenergy Holding SA,Spain,CCC,,,,,,,,,,,,,,,,2017.0
001258.SZ,Xinjiang Lixin Energy Co Ltd,China,BB-,,,,,,,,,,,,,,,,2017.0
ANE.MC,Corporacion Acciona Energias Renovables SA,Spain,BBB+,,,,,,,,,,,,,,,,2017.0
HDF.PA,Hydrogene De France SA,France,AA-,,,,,,,,,,,,,,,,2017.0
CONSE.IS,Consus Enerji Isletmeciligi ve Hizmetleri AS,Turkey,,,,,,,,,,,,,,,,,2017.0
GVOLT.LS,Greenvolt Energias Renovaveis SA,Portugal,BB+,,85.54278,,,,137066400.0,2.45708,,292.28261,28224208.0,137066400.0,,,,,2017.0
ECNR.TA,Econergy Renewable Energy Ltd,Israel,BB+,,,,,,,,,,,,,,,,2017.0
NAPZ.BU,NAP Nyrt,Hungary,,,,,,,,,,,,,,,,,2017.0
EGR1T.TL,Enefit Green AS,Estonia,A,,,,,,,,,,,,,,,,2017.0
ASAB.ST,Advanced SolTech Sweden AB (publ),Sweden,B,,,,,,,,,,,,,,,,2017.0
COMR3.SA,Comerc Participacoes SA,Brazil,,,,,,,,,,,,,,,,,2017.0
SPNEC.PS,Solar Philippines Nueva Ecija Corp,Philippines,A+,,0.0,,,,42406488.0,,,,-1680401.0,42406488.0,,,0.0,6311742.0,2017.0
9522.T,Renewable Japan Co Ltd,Japan,CCC+,,,,,,,,,,,,,,,,2017.0
6873.TWO,HD Renewable Energy Co Ltd,Taiwan,AA-,,,,,,,,,,,,,,,,2017.0
MEGA3.SA,Omega Energia SA,Brazil,BB,10.7621020876048,70.03199,14.22809,14.22809,26.0,3905772000.0,0.84608,2061503237.5,103.98853,1760176000.0,3905772000.0,,,546114000.0,212147000.0,2017.0
TGE.BK,Thachang Green Energy PCL,Thailand,BB+,0.646194647137504,51.44202,,,,1549351372.0,1.04469,,107.76203,584405766.0,1549351372.0,,,2353540.0,2622274.0,2017.0
6869.TWO,J&V Energy Technology Co Ltd,Taiwan,BBB,,,,,,,,,,,,,,,,2017.0
389260.KQ,Dae Myoung Energy Co Ltd,Korea; Republic (S. Korea),A-,,,,,,,,,,,,,,,,2017.0
ZAZZb.ST,ZAZZ Energy of Sweden AB (publ),Sweden,,,,,,,,,,,,,,,,,2017.0
HUNER.IS,Hun Yenilenebilir Enerji Uretim AS,Turkey,,,,,,,,,,,,,,,,,2017.0
ASLAG.PS,RASLAG Corp,Philippines,BBB,,,,,,,,,,,,,,,,2017.0
7590.TWO,Yiho International Co Ltd,Taiwan,BBB+,,,,,,,,,,,,,,,,2017.0
ENRS.MC,Enerside Energy SA,Spain,A-,,,,,,,,,,,,,,,,2017.0
AURE3.SA,Auren Energia SA,Brazil,BBB-,,,,,,,,,,,,,,,,2017.0
0295.HK,Kong Sun Holdings Ltd,Hong Kong,BB,1.19927016694187,60.12989,,15.54843,,15473629000.0,0.66779,4555701151.54586,97.88541,6359036000.0,15473629000.0,,,560571000.0,718018000.0,2016.0
ENGEPEC1.LM,Enel Generacion Peru SAA,Peru,A,14.4190409173752,73.1344,,52.72315,,4539556000.0,-0.10507,7522155589.0,13.19882,2710055000.0,4539556000.0,,,1966891000.0,118096000.0,2016.0
PSWW.PK,Principal Solar Inc,United States of America,CCC+,,,,,,,,,,,,,,,,2016.0
ABIO.PA,Albioma SA,France,BBB-,7.56708633026946,70.83731,18.6,17.42788,37.93333,1328636000.0,1.25802,499793017.28,147.81235,364746000.0,1328636000.0,,,367814000.0,134788000.0,2016.0
WEB.V,Westbridge Energy Corp,Canada,AA,,,,,,320476.0,,518336.28,,-221679.0,320476.0,,,16680.0,,2016.0
PWCO.PK,PwrCor Inc,United States of America,B+,64.2137895778519,2.93617,,,,468433.0,-0.93382,16059154.56,,97196.0,468433.0,,,945620.0,,2016.0
BLX.TO,Boralex Inc,Canada,BBB+,3.03248035394024,61.73205,,,,2702000000.0,3.06226,1249792865.25,325.87549,496000000.0,2702000000.0,,13000000,302000000.0,223000000.0,2016.0
REVV.V,ReVolve Renewable Power Corp,Canada,AA,,66.19945,,,,170228.38254,,145656.768837803,,-357019.00684,170228.38254,,57643,0.0,0.0,2016.0
NSEN.AS,New Sources Energy NV,Netherlands,A-,,,,,,1000.0,,23402741.02,,-240000.0,1000.0,,,59000.0,,2016.0
KPO.AX,Kalina Power Ltd,Australia,A+,-839.861863097741,0.47916,,,,4506455.0,-1.98248,20186887.392,219.82203,10853227.0,4506455.0,,,9600.0,4399.0,2016.0
NKWh.V,Oceanic Wind Energy Inc,Canada,BB+,-79.7396028551574,22.50215,,,,1599847.0,-1.18841,5437941.3,,947928.0,1599847.0,,0,0.0,,2016.0
000591.SZ,CECEP Solar Energy Co Ltd,China,BBB-,5.74219792507522,65.96861,,6.85717,,29768452808.94,0.9821,18534658781.52,111.85769,11296764929.04,29768452808.94,,33378040,4333480310.0,4063112552.38,2016.0
EP.BK,Eastern Power Group PCL,Thailand,BBB+,6.29915820525083,38.5092,,10.88372,,6930378845.08,0.94606,5129422260.4,205.24456,1896218937.22,6930378845.08,,,626175310.0,1091844206.62,2016.0
000862.SZ,Ning Xia Yin Xing Energy Co Ltd,China,BB+,3.94443290888268,76.0001,,18.33407,,10015088349.45,1.8795,4603880449.0,223.84359,2790106224.15,10015088349.45,,2418750,1442558230.0,222729467.87,2016.0
HRPKk.DE,7C Solarparken AG,Germany,BBB-,3.85707378896916,84.93912,24.44,24.43802,14.0,285063000.0,2.39467,104503030.345,262.69186,70628000.0,285063000.0,,,30294000.0,11120000.0,2016.0
1004.HK,China Smarter Energy Group Holdings Ltd,Hong Kong,BB-,-2.58756650105164,27.66294,,,,3429090000.0,0.03727,7405737574.4,57.56217,2014963000.0,3429090000.0,,,253157000.0,106382000.0,2016.0
ELLO.A,Ellomay Capital Ltd,Israel,BB,0.72112836230291,49.35473,,,,148464000.0,0.3841,82184390.5753165,66.21351,85072000.0,148464000.0,,2201000,11632000.0,5122000.0,2016.0
EGIE3.SA,Engie Brasil Energia SA,Brazil,BBB+,20.4189771522944,70.70122,25.08606,25.08606,27.5,14419691000.0,0.19252,22845976720.0,46.69713,6611227000.0,14419691000.0,31775000.0,,6442371000.0,1175583000.0,2016.0
MLHYE.EUA,Hydro Exploitations SA,France,,-3.07152413440457,65.30997,,,,7815378.0,0.80578,5659230.0,90.39999,3549871.0,7815378.0,,,1912950.0,1405524.0,2016.0
000791.SZ,GEPIC Energy Development Co Ltd,China,BB+,2.80405817933376,87.78507,,,,18930407553.82,2.40144,11634091876.0,252.41569,4997450482.81,18930407553.82,,,1591536890.0,427836088.04,2016.0
PERENAC1.LM,Peruana de Energia SAA,Peru,A-,6.35025154480228,0.26188,,-4.85044,,137466000.0,0.25437,7865979.94,31.34037,103882000.0,137466000.0,,,12393000.0,0.0,2016.0
CCE.AX,Carnegie Clean Energy Ltd,Australia,BB+,-10.7325050377012,5.07661,,,,128064010.0,-0.07784,148170119.574,6.65845,112926977.0,128064010.0,,706240,4844710.0,6280359.0,2016.0
1185.HK,China Energine International Holdings Ltd,Hong Kong,B,1.27086349468666,4.65991,,13.13807,,6322715000.0,0.60755,2533788750.11071,71.54819,2153844000.0,6322715000.0,,,2415211000.0,34869000.0,2016.0
IFEC.BK,Inter Far East Energy Corporation PCL,Thailand,CCC+,-32.9113244610721,71.28823,,,,12630122220.0,2.27294,7419888352.58,236.44122,3226638313.0,12630122220.0,,,1074779090.0,1056001840.0,2016.0
MEGA.KL,Mega First Corporation Bhd,Malaysia,A,11.8642674940131,20.10769,,15.99593,,1608922000.0,-0.13727,864085623.5,6.70517,1187052000.0,1608922000.0,,,600738000.0,45253000.0,2016.0
0182.HK,Concord New Energy Group Ltd,Hong Kong,BBB+,4.42623645434997,29.70326,19.1,2.74274,12.0,14339349000.0,0.33004,3166161301.70593,69.89324,5090544000.0,14339349000.0,,,1785166000.0,1605968000.0,2016.0
0451.HK,GCL New Energy Holdings Ltd,Hong Kong,CCC+,7.14080674876972,64.50422,15.789,-15.78871,14.225,41478178000.0,2.92998,7770741526.36962,352.6039,4572954000.0,41478178000.0,,,2246425000.0,8343428000.0,2016.0
ARN.MI,Alerion Clean Power SpA,Italy,BB,5.56239870340357,56.44834,,55.46605,,367180000.0,1.65473,129865431.92,198.30855,105629000.0,367180000.0,,,49522000.0,874000.0,2016.0
NOVA.BK,Nova Empire PCL,Thailand,BB+,-4.21474647071823,22.92903,,,,877357595.0,-0.22387,900000000.0,8.12521,768143859.0,877357595.0,,,344554510.0,6961517.0,2016.0
DWLP.PSX,Dawood Lawrencepur Ltd,Pakistan,A,-1.72853145632371,52.10439,,13.11955,,21888966000.0,0.7953,14941638327.0,87.06401,9895175000.0,21888966000.0,,,519639000.0,7572292000.0,2016.0
038870.KQ,EcoBio Holdings Co Ltd,Korea; Republic (S. Korea),A-,2.04556837397557,2.68365,,,,117373616831.0,0.27955,136640997750.0,28.77019,74212648672.0,117373616831.0,,132654000,19941330060.0,253316130.0,2016.0
NEVE.PK,Nevo Energy Inc,United States of America,,,,,,,,,,,,,,,,,2016.0
MDIP.WA,MDI Energia SA,Poland,BBB+,14.9127671373118,0.18774,,-0.40141,,127303000.0,-0.01257,242069656.5,72.50998,45100000.0,127303000.0,,,162608000.0,,2016.0
600868.SS,Guangdong Meiyan Jixiang Hydropower Co Ltd,China,AA-,5.69276401986383,76.87876,,3.93811,,2500574029.39,0.00887,11445836534.37,6.56696,2230025444.64,2500574029.39,,,363485810.0,45409187.4,2016.0
600674.SS,Sichuan Chuantou Energy Co Ltd,China,A-,1.02862873446264,12.99046,0.925,0.92538,0.97,26821131071.06,0.2399,38298622176.0,25.29863,20532472200.89,26821131071.06,,22904710,1001295090.0,25967840.34,2016.0
ENLT.TA,Enlight Renewable Energy Ltd,Israel,BBB-,-0.259877473875572,7.25749,,,,1598389000.0,2.9671,341694575.0,378.56528,191706000.0,1598389000.0,,,33398000.0,83642000.0,2016.0
PANP.BU,PannErgy Nyrt,Hungary,A,2.76873172527608,80.89536,,,,25255201000.0,1.09046,9432485440.0,112.00783,8705343000.0,25255201000.0,,,4529069000.0,1319738000.0,2016.0
MORG.BO,Morgan Ventures Ltd,India,BB,-0.827303843007577,0.82782,,10.52468,,394211928.0,-0.15974,122347932.0,0.0,391526815.0,394211928.0,,,0.0,,2016.0
NPI.TO,Northland Power Inc,Canada,BBB,6.32035621319474,82.61625,,13.11213,,8663430000.0,4.29375,4002210616.8,451.73847,934478000.0,8663430000.0,,,1099000000.0,1626221000.0,2016.0
000040.SZ,Tunghsu Azure Renewable Energy Co Ltd,China,BB-,3.61689481798763,22.15887,,23.88338,,17287967224.95,-0.41198,16433859512.88,35.88486,10973131676.36,17287967224.95,,,3773501710.0,3231000249.26,2016.0
000722.SZ,Hunan Development Group Co Ltd,China,AA-,3.74619311543308,54.58273,,23.52411,,3056416065.62,-0.21883,6595689187.22,5.02298,2718294472.95,3056416065.62,,,281712050.0,22175961.33,2016.0
NWPN.PK,Now Corp,United States of America,B+,,,,,,,,,,,,,,,,2016.0
CHAR.SI,Charisma Energy Services Ltd,Singapore,B+,3.43060555330642,80.47925,,0.3231,,153073000.0,0.57955,54086050.2900953,62.78452,76381000.0,153073000.0,,,24537000.0,7461000.0,2016.0
EMAE4.SA,EMAE Empresa Metropolitana de Aguas e Energia SA,Brazil,BBB+,-0.173645844056709,15.053,,29.04525,,1125762000.0,0.01583,317005980.72,12.68779,722939000.0,1125762000.0,,,206607000.0,1474000.0,2016.0
0686.HK,Beijing Energy International Holding Co Ltd,Hong Kong,BB-,4.79880631789408,53.46022,,0.2611,,17181000000.0,4.57931,3231799049.2935,509.11877,2496000000.0,17181000000.0,,,998000000.0,2060000000.0,2016.0
600163.SS,Zhongmin Energy Co Ltd,China,A-,7.46553308183778,72.32324,,17.82457,,3104520736.16,0.51683,5477069460.4,75.73155,1580355064.41,3104520736.16,,210050,394217440.0,294297919.21,2016.0
